,Player,Rk,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Column1,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,Offensive Archetype,Pos,LEBRON,O-LEBRON,D-LEBRON,Wins Added,BOXLEBRON,BOXOLEBRON,BOXDLEBRON
286,Moritz Wagner,492.0,23.0,23,291,9.166666666666666,0.5253333333333333,0.3753333333333333,0.322,4.366666666666666,21.599999999999998,13.0,12.166666666666666,1.6666666666666667,1.7,22.066666666666666,17.833333333333332,,0.20000000000000004,0.4000000000000001,0.5666666666666665,0.028666666666666677,-4.766666666666667,0.3,-4.5,0.03333333333333334,2161920.0,Stretch Big,C,0.22,-0.67,0.89,0.7,0.33,-0.62,0.95
287,Moses Brown,73.0,21.0,31,628,18.8,0.574,0.0,0.505,16.9,25.7,21.3,1.2,1.5,4.6,11.7,17.5,,0.9,0.9,1.9,0.141,-1.2,-1.6,-2.8,-0.1,495102.0,Roll + Cut Big,C,-0.96,-1.44,0.48,0.5,-0.03,-1.17,1.14
288,Mychal Mulder,347.0,26.0,48,494,8.9,0.578,0.84,0.127,0.4,7.5,4.0,5.0,0.9,1.6,5.4,14.5,,0.2,0.4,0.6,0.056,-2.2,-1.2,-3.4,-0.2,1517981.0,Movement Shooter,PG,-1.83,-0.91,-0.92,0.1,-1.73,-0.9,-0.82
289,Myles Turner,482.0,24.0,47,1455,15.5,0.599,0.477,0.329,4.7,18.4,11.5,4.5,1.3,9.0,11.9,16.5,,1.2,2.3,3.4,0.113,-1.3,1.7,0.4,0.9,18000000.0,Stretch Big,C,1.54,-1.58,3.11,3.7,1.6,-1.1,2.7
290,Nassir Little,290.0,20.0,39,558,12.6,0.603,0.51,0.276,5.6,16.8,11.0,5.0,0.4,2.1,7.9,13.6,,0.9,0.2,1.1,0.095,-0.5,-1.9,-2.4,-0.1,2210640.0,Stationary Shooter,PF,-2.12,-1.2,-0.92,0.1,-1.81,-1.35,-0.45
291,Naz Reid,414.0,21.0,59,1135,18.3,0.598,0.289,0.3,6.1,20.4,12.9,9.1,1.3,4.7,9.6,22.5,,1.6,1.0,2.6,0.112,-0.2,-0.4,-0.6,0.4,1517981.0,Stretch Big,C,-0.48,-0.93,0.45,1.3,-0.24,-0.59,0.35
292,Nemanja Bjelica,49.0,32.0,23,351,10.1,0.5093333333333334,0.49300000000000005,0.22133333333333335,4.166666666666667,19.400000000000002,11.799999999999999,15.100000000000001,0.9666666666666668,1.1666666666666667,12.899999999999999,17.46666666666667,,0.19999999999999996,0.13333333333333333,0.3,0.03566666666666666,-3.4,-1.1666666666666667,-4.533333333333333,-0.13333333333333333,7150000.0,Stretch Big,PF,-0.76,0.24,-1.0,0.5,-0.98,-0.37,-0.61
293,Nerlens Noel,358.0,26.0,54,1283,15.0,0.637,0.011,0.311,10.6,19.2,14.9,4.2,2.1,8.9,21.5,9.5,,1.3,2.9,4.2,0.158,-2.4,3.4,0.9,0.9,5000000.0,Roll + Cut Big,C,-1.26,-3.57,2.32,0.8,0.29,-2.97,3.26
294,Nick Richards,416.0,23.0,16,59,6.0,0.633,0.0,1.571,3.7,13.1,8.3,4.4,0.0,0.0,20.2,10.8,,0.0,0.0,0.1,0.043,-5.6,-2.0,-7.6,-0.1,1000000.0,Roll + Cut Big,PF,-1.12,-0.67,-0.44,0.0,-0.84,-0.66,-0.18
295,Nicolas Batum,34.0,32.0,58,1648,12.9,0.613,0.658,0.14,3.3,15.9,9.8,10.7,1.9,1.7,11.3,11.9,,2.4,2.1,4.5,0.13,0.4,0.8,1.2,1.3,11608231.0,Stationary Shooter,SF,0.88,-0.71,1.58,3.3,1.33,0.14,1.19
296,Nicolas Batum,34.0,32.0,58,1648,12.9,0.613,0.658,0.14,3.3,15.9,9.8,10.7,1.9,1.7,11.3,11.9,,2.4,2.1,4.5,0.13,0.4,0.8,1.2,1.3,11608231.0,Stationary Shooter,SF,0.88,-0.71,1.58,3.3,1.33,0.14,1.19
297,Nicolas Claxton,100.0,21.0,25,462,16.7,0.585,0.042,0.383,8.8,20.5,15.0,7.9,2.0,5.7,9.1,14.5,,0.7,0.7,1.4,0.147,-0.6,1.1,0.5,0.3,1517981.0,Roll + Cut Big,C,1.89,-0.43,2.32,1.3,0.9,-0.85,1.75
298,Nikola Jokic,256.0,25.0,60,2115,31.1,0.644,0.183,0.274,9.5,25.5,17.6,41.2,1.9,1.8,13.3,29.1,,10.4,2.8,13.1,0.298,9.1,2.4,11.5,7.2,28542009.0,Post Scorer,C,6.36,6.03,0.33,11.0,5.74,5.19,0.55
299,Nikola Vucevic,490.0,30.0,41,1361,23.933333333333337,0.578,0.309,0.11766666666666666,6.533333333333334,29.8,17.96666666666667,20.96666666666667,1.4333333333333333,1.8666666666666665,7.833333333333333,28.900000000000002,,2.3333333333333335,1.7,4.066666666666666,0.1506666666666667,5.466666666666666,0.26666666666666666,5.733333333333333,2.6666666666666665,26000000.0,Versatile Big,C,0.45,0.52,-0.06,3.5,1.82,1.52,0.3
300,Noah Vonleh,489.0,25.0,4,11,-19.0,0.0,0.667,0.0,0.0,9.7,5.1,10.2,0.0,0.0,40.0,19.8,,-0.1,0.0,-0.1,-0.486,-20.9,-8.9,-29.9,-0.1,263995.0,Stationary Shooter,PF,-0.52,-0.09,-0.43,0.0,-0.4,0.0,-0.4
301,Norman Powell,404.0,27.0,38,1195,16.23333333333333,0.6153333333333333,0.4556666666666666,0.3006666666666667,2.033333333333333,8.4,5.1000000000000005,9.033333333333333,1.9666666666666668,0.7666666666666666,10.766666666666667,22.900000000000002,,1.8666666666666665,0.7666666666666667,2.6666666666666665,0.09833333333333331,0.7999999999999999,-0.6333333333333333,0.1666666666666667,0.7333333333333333,10865952.0,Movement Shooter,SG-SF,-1.79,-0.42,-1.37,0.6,-0.3,0.58,-0.89
302,Norvel Pelle,389.0,27.0,4,29,15.999999999999998,0.55875,0.0,1.25,13.449999999999998,14.625000000000002,14.15,7.5,0.7000000000000001,7.499999999999999,11.75,16.675,,-2.3129646346357427e-18,0.049999999999999996,0.049999999999999996,0.153,-1.2500000000000004,0.5499999999999998,-0.6750000000000002,-2.3129646346357427e-18,717845.0,Roll + Cut Big,C,-0.39,-0.1,-0.29,0.1,-0.45,-0.14,-0.3
303,Norvel Pelle,389.0,27.0,4,29,15.999999999999998,0.55875,0.0,1.25,13.449999999999998,14.625000000000002,14.15,7.5,0.7000000000000001,7.499999999999999,11.75,16.675,,-2.3129646346357427e-18,0.049999999999999996,0.049999999999999996,0.153,-1.2500000000000004,0.5499999999999998,-0.6750000000000002,-2.3129646346357427e-18,717845.0,Roll + Cut Big,C,-0.39,-0.1,-0.29,0.1,-0.45,-0.14,-0.3
304,OG Anunoby,17.0,23.0,39,1294,15.0,0.608,0.519,0.208,4.3,14.5,9.3,9.3,2.3,2.2,12.4,18.8,,1.3,1.5,2.8,0.104,0.4,0.3,0.7,0.9,3872215.0,Stationary Shooter,SF,0.33,-0.8,1.13,2.2,0.05,-0.43,0.48
305,Obi Toppin,475.0,22.0,51,565,11.7,0.562,0.415,0.129,4.1,17.9,11.0,6.4,1.1,1.9,10.4,15.8,,0.3,0.8,1.1,0.094,-2.1,0.1,-2.0,0.0,4862040.0,Stretch Big,PF,-1.78,-1.43,-0.34,0.2,-1.55,-1.56,0.02
306,Onyeka Okongwu,371.0,20.0,38,426,15.3,0.631,0.02,0.455,10.5,19.1,14.8,3.0,1.9,5.0,13.2,14.0,,0.7,0.6,1.3,0.142,-3.0,0.8,-2.2,0.0,5813640.0,Roll + Cut Big,C,-0.92,-1.64,0.72,0.3,-0.46,-1.88,1.41
307,Oshae Brissett,67.0,22.0,8,130,20.5,0.67,0.475,0.4,10.0,16.1,13.0,4.3,1.5,3.2,4.1,16.1,,0.4,0.1,0.5,0.199,2.5,-0.3,2.1,0.1,557453.0,Athletic Finisher,SF,-0.64,-0.22,-0.42,0.0,-0.78,-0.24,-0.54
308,Oshae Brissett,67.0,22.0,8,130,20.5,0.67,0.475,0.4,10.0,16.1,13.0,4.3,1.5,3.2,4.1,16.1,,0.4,0.1,0.5,0.199,2.5,-0.3,2.1,0.1,557453.0,Athletic Finisher,SF,-0.64,-0.22,-0.42,0.0,-0.78,-0.24,-0.54
309,P.J. Tucker,480.0,35.0,27,742,5.8999999999999995,0.5,0.666,0.10866666666666665,4.6000000000000005,12.5,8.466666666666667,5.233333333333333,1.2333333333333334,1.5,15.0,7.3,,-0.0666666666666667,0.5333333333333333,0.46666666666666673,0.043000000000000003,-4.0,0.19999999999999998,-3.833333333333334,-0.4666666666666666,7969537.0,Athletic Finisher,PF,-3.23,-3.72,0.49,-0.6,-2.65,-3.23,0.58
310,P.J. Washington,498.0,22.0,52,1533,13.1,0.546,0.405,0.237,5.1,18.2,11.6,12.8,1.6,4.5,15.7,19.3,,0.1,1.9,2.0,0.062,-1.6,0.3,-1.2,0.3,4023600.0,Stretch Big,PF,-0.99,-2.29,1.3,1.3,-0.2,-1.28,1.08
311,Pascal Siakam,443.0,26.0,48,1715,18.1,0.552,0.262,0.335,5.0,17.6,11.1,21.4,1.5,2.0,10.2,25.7,,2.5,1.7,4.3,0.12,1.0,-0.2,0.8,1.2,29000000.0,Slasher,PF,2.67,1.79,0.88,5.4,1.11,1.02,0.08
312,Pat Connaughton,104.0,28.0,56,1294,12.0,0.598,0.688,0.109,4.7,17.2,11.2,6.6,1.4,1.3,7.4,11.8,,1.9,1.5,3.3,0.123,0.0,0.2,0.2,0.7,4938272.0,Athletic Finisher,SG,-0.11,-0.44,0.34,1.8,-0.14,-0.64,0.5
313,Patrick Beverley,43.0,32.0,31,726,12.8,0.598,0.658,0.216,4.3,12.6,8.6,11.7,1.8,2.9,11.5,14.3,,1.1,0.9,2.1,0.136,-0.3,0.9,0.6,0.5,13333333.0,Stationary Shooter,PG,0.76,-0.62,1.38,1.5,0.95,-0.26,1.21
314,Patrick McCaw,317.0,25.0,5,33,12.0,1.078,0.0,3.0,3.2,6.9,5.0,15.2,2.9,0.0,0.0,3.0,,0.1,0.0,0.1,0.212,-2.5,3.5,1.0,0.0,4000000.0,Low Minutes,SF,-0.93,-0.53,-0.4,0.0,-0.8,-0.5,-0.29
315,Patrick Patterson,383.0,31.0,33,472,11.5,0.596,0.684,0.12,3.7,11.3,7.6,6.2,1.3,1.5,7.3,14.1,,0.6,0.4,1.1,0.11,-0.1,0.1,0.0,0.2,3814768.0,Stretch Big,PF,-0.83,-0.56,-0.26,0.4,-0.96,-0.8,-0.16
316,Patrick Patterson,383.0,31.0,33,472,11.5,0.596,0.684,0.12,3.7,11.3,7.6,6.2,1.3,1.5,7.3,14.1,,0.6,0.4,1.1,0.11,-0.1,0.1,0.0,0.2,3814768.0,Stretch Big,PF,-0.83,-0.56,-0.26,0.4,-0.96,-0.8,-0.16
317,Patrick Williams,512.0,19.0,59,1663,10.2,0.561,0.268,0.214,3.6,14.9,9.3,6.6,1.5,2.0,14.6,14.6,,0.2,1.7,1.9,0.055,-2.8,-0.1,-2.9,-0.4,7068360.0,Athletic Finisher,PF,-3.43,-2.86,-0.57,-1.2,-1.19,-1.94,0.76
318,Patty Mills,335.0,32.0,56,1422,12.7,0.582,0.696,0.127,1.2,6.1,3.6,13.7,1.3,0.1,8.9,18.7,,1.5,0.9,2.4,0.081,0.7,-1.7,-1.0,0.4,13285714.0,Secondary Ball Handler,PG,-1.35,-0.02,-1.33,0.9,-1.68,0.02,-1.71
319,Paul George,168.0,30.0,46,1548,22.2,0.612,0.428,0.235,3.1,18.3,10.9,25.7,1.8,1.2,14.4,30.1,,3.4,1.9,5.3,0.164,4.9,-0.2,4.8,2.7,35450412.0,Shot Creator,SF,4.11,2.89,1.22,6.3,3.23,3.24,-0.01
320,Paul Millsap,336.0,35.0,47,997,16.3,0.579,0.372,0.263,7.5,18.4,12.9,10.9,1.9,3.2,10.7,17.7,,1.6,1.2,2.8,0.135,0.5,-0.1,0.4,0.6,10000000.0,Stretch Big,PF,0.39,-0.09,0.48,1.7,0.77,0.14,0.63
321,Paul Watson,501.0,26.0,27,297,10.9,0.649,0.78,0.098,1.4,15.6,8.3,8.2,1.0,1.0,9.5,13.7,,0.4,0.2,0.6,0.099,-0.7,-0.7,-1.4,0.0,1445697.0,Movement Shooter,SF,-2.18,-1.25,-0.93,0.0,-1.57,-1.2,-0.37
322,Payton Pritchard,406.0,23.0,54,1033,12.3,0.591,0.564,0.092,3.1,10.1,6.6,13.4,1.4,0.8,11.7,16.1,,1.4,0.8,2.1,0.1,-0.5,-0.6,-1.1,0.2,2035800.0,Secondary Ball Handler,SG,-1.18,-0.38,-0.81,0.7,-1.65,-0.8,-0.85
323,Precious Achiuwa,1.0,21.0,55,683,14.0,0.549,0.0,0.498,11.9,20.6,16.3,6.3,1.3,4.0,14.0,19.4,,0.2,1.0,1.3,0.088,-3.5,-0.8,-4.3,-0.4,2582160.0,Roll + Cut Big,PF,-1.34,-2.21,0.87,0.4,-0.79,-1.58,0.79
324,Quinn Cook,105.0,27.0,15,105,12.933333333333332,0.5373333333333333,0.3973333333333333,0.12699999999999997,1.2333333333333332,10.6,5.8999999999999995,17.466666666666665,1.2333333333333334,0.6666666666666666,9.0,21.8,,0.06666666666666667,0.09999999999999999,0.13333333333333333,0.071,-1.0666666666666667,-0.4333333333333334,-1.4666666666666666,0.0,1797183.0,Secondary Ball Handler,PG,-0.65,-0.22,-0.43,0.2,-0.52,-0.25,-0.27
325,Quinn Cook,105.0,27.0,15,105,12.933333333333332,0.5373333333333333,0.3973333333333333,0.12699999999999997,1.2333333333333332,10.6,5.8999999999999995,17.466666666666665,1.2333333333333334,0.6666666666666666,9.0,21.8,,0.06666666666666667,0.09999999999999999,0.13333333333333333,0.071,-1.0666666666666667,-0.4333333333333334,-1.4666666666666666,0.0,1797183.0,Secondary Ball Handler,PG,-0.65,-0.22,-0.43,0.2,-0.52,-0.25,-0.27
326,R.J. Hampton,193.0,19.0,26,367,8.866666666666667,0.48733333333333334,0.294,0.2036666666666667,3.8333333333333335,17.866666666666664,10.733333333333333,9.333333333333334,1.4666666666666666,1.0,14.033333333333333,17.766666666666666,,-0.3333333333333333,0.3333333333333333,0.0,0.0026666666666666674,-4.4,-1.1,-5.533333333333334,-0.3333333333333333,2193480.0,Secondary Ball Handler,PG-SG,-2.62,-1.62,-1.0,-0.1,-1.76,-1.61,-0.14
327,RJ Barrett,31.0,20.0,61,2098,13.7,0.536,0.269,0.271,3.3,14.7,9.0,13.7,1.1,0.7,11.0,23.7,,0.9,2.5,3.5,0.079,-1.1,-0.5,-1.6,0.2,8231760.0,Slasher,SG,-1.33,-0.66,-0.67,1.3,-0.64,-0.83,0.19
328,Rajon Rondo,427.0,34.0,24,379,12.6,0.5216666666666666,0.4033333333333333,0.09200000000000001,2.6999999999999997,12.066666666666665,7.466666666666666,34.73333333333334,2.233333333333333,0.4666666666666666,24.433333333333334,16.833333333333336,,0.10000000000000002,0.4000000000000001,0.4666666666666666,0.077,-1.0333333333333334,0.13333333333333333,-0.9333333333333332,0.03333333333333333,7500000.0,Secondary Ball Handler,PG,-1.36,-1.43,0.08,0.3,-1.15,-0.84,-0.3
329,Raul Neto,355.0,28.0,53,1108,12.6,0.557,0.378,0.155,2.2,9.5,5.9,14.5,2.5,0.3,10.3,16.4,,0.8,1.1,1.9,0.083,-1.7,0.6,-1.1,0.3,1882867.0,Secondary Ball Handler,PG,-1.13,-1.3,0.16,0.8,-1.39,-1.2,-0.19
330,Rayjon Tucker,481.0,23.0,11,40,20.9,0.777,0.375,1.75,2.8,19.0,11.0,13.4,1.2,0.0,12.4,17.3,,0.2,0.0,0.2,0.289,0.5,1.6,2.1,0.0,340000.0,Secondary Ball Handler,PG,-0.58,0.01,-0.59,0.0,-0.87,-0.15,-0.72
331,Reggie Bullock,78.0,29.0,54,1558,10.9,0.599,0.704,0.084,0.8,11.7,6.3,7.4,1.3,0.6,7.5,14.3,,1.7,1.8,3.5,0.109,-1.0,0.6,-0.3,0.7,4200000.0,Movement Shooter,SF,-1.42,-1.26,-0.15,0.8,-0.69,-1.09,0.4
332,Reggie Jackson,243.0,30.0,58,1321,14.4,0.576,0.458,0.155,2.0,12.1,7.2,19.6,1.3,0.4,10.6,19.8,,2.2,1.2,3.3,0.121,0.5,-0.4,0.0,0.7,2331593.0,Primary Ball Handler,SG,0.45,0.69,-0.25,2.3,0.52,0.88,-0.35
333,Richaun Holmes,221.0,27.0,50,1499,20.3,0.674,0.022,0.298,9.3,24.1,16.6,8.0,1.1,4.6,10.4,16.7,,4.1,1.0,5.1,0.164,0.7,-0.2,0.5,1.0,5005350.0,Roll + Cut Big,C,1.82,0.87,0.96,4.1,0.54,-0.16,0.69
334,Ricky Rubio,431.0,30.0,57,1492,13.0,0.505,0.405,0.322,1.5,12.2,6.6,34.6,2.5,0.2,17.6,16.0,,1.2,0.9,2.2,0.07,-2.4,-0.3,-2.8,-0.3,17000000.0,Primary Ball Handler,PG,-0.13,0.14,-0.27,2.1,-0.51,-0.35,-0.16
335,Robert Covington,108.0,30.0,57,1829,11.7,0.567,0.693,0.121,2.6,20.3,11.1,7.1,2.3,3.4,12.0,11.9,,1.1,1.8,2.9,0.077,-1.4,1.2,-0.2,0.9,12138345.0,Movement Shooter,PF,1.42,-0.93,2.36,4.3,0.5,-0.9,1.39
336,Robin Lopez,293.0,32.0,59,1166,15.7,0.656,0.053,0.34,10.7,10.1,10.4,6.2,0.6,2.6,13.8,16.2,,2.2,0.8,3.0,0.123,-0.2,-1.4,-1.5,0.1,7300000.0,Post Scorer,C,-1.41,-1.24,-0.17,0.7,-2.45,-1.41,-1.04
337,Rodions Kurucs,274.0,22.0,10,62,8.25,0.52525,0.6342500000000001,0.1175,4.1499999999999995,16.650000000000002,10.500000000000002,11.950000000000001,2.85,1.925,22.0,14.375,,-0.14999999999999994,0.10000000000000002,-0.075,0.019,-5.224999999999999,2.325,-2.9249999999999994,-0.049999999999999996,1780152.0,Stretch Big,SF-PF,-0.81,-0.81,0.0,0.1,-0.48,-0.45,-0.02
338,Rodney Hood,222.0,28.0,32,589,5.866666666666667,0.466,0.4590000000000001,0.13066666666666665,2.3666666666666667,9.366666666666667,5.766666666666667,6.7,0.9333333333333332,1.0333333333333332,10.799999999999999,14.5,,-0.4666666666666666,0.13333333333333333,-0.3333333333333333,-0.015333333333333332,-4.933333333333334,-2.033333333333333,-6.933333333333333,-0.8000000000000002,10047450.0,Shot Creator,SF,-4.16,-2.87,-1.29,-1.1,-3.2,-2.13,-1.07
339,Rodney McGruder,325.0,29.0,16,194,16.1,0.619,0.343,0.114,4.5,8.1,6.3,13.6,2.0,0.4,8.7,18.1,,0.3,0.1,0.5,0.12,0.9,-0.2,0.7,0.1,5000000.0,Athletic Finisher,SG,-1.12,-0.29,-0.83,0.2,-1.29,-0.65,-0.64
340,Romeo Langford,278.0,21.0,11,177,3.2,0.35,0.333,0.091,6.3,9.5,7.9,5.6,1.1,1.6,16.9,10.1,,-0.2,0.1,-0.1,-0.021,-5.7,0.0,-5.7,-0.2,3631200.0,Athletic Finisher,SG,-1.2,-0.96,-0.24,0.1,-1.09,-0.7,-0.39
341,Rudy Gay,167.0,34.0,51,1106,14.1,0.522,0.431,0.164,3.4,20.9,12.0,10.2,1.6,2.3,8.7,23.2,,-0.1,1.5,1.4,0.062,-0.5,-0.2,-0.7,0.3,14000000.0,Stationary Shooter,PF,-0.41,-1.02,0.61,1.3,-0.34,-0.42,0.09
342,Rudy Gobert,174.0,28.0,59,1833,23.6,0.678,0.006,0.673,12.2,33.1,23.1,6.1,0.8,7.2,13.3,17.0,,5.2,4.4,9.5,0.25,2.0,2.5,4.6,3.1,26525281.0,Roll + Cut Big,C,6.29,1.32,4.96,9.7,5.11,1.09,4.02
343,Rui Hachimura,188.0,22.0,47,1492,10.9,0.54,0.223,0.269,2.9,16.0,9.5,6.7,1.2,0.2,9.4,18.0,,0.3,1.2,1.5,0.048,-2.3,-1.5,-3.7,-0.7,4692840.0,Roll + Cut Big,PF,-0.97,-1.64,0.67,1.3,-1.8,-1.66,-0.14
344,Russell Westbrook,503.0,32.0,52,1852,18.4,0.504,0.217,0.333,4.9,28.0,16.5,47.9,1.7,0.8,18.8,31.2,,-0.6,2.5,1.8,0.048,1.9,0.4,2.3,2.0,41358814.0,Shot Creator,PG,2.16,1.35,0.81,5.2,1.46,1.32,0.14
345,Ryan Arcidiacono,18.0,26.0,35,383,9.1,0.509,0.576,0.162,1.5,15.0,8.3,16.1,1.0,0.0,6.2,12.8,,0.4,0.3,0.6,0.081,-3.3,0.0,-3.3,-0.1,3000000.0,Movement Shooter,PG,-1.62,-1.24,-0.37,0.2,-0.83,-0.76,-0.07
346,Saddiq Bey,44.0,21.0,59,1527,12.3,0.569,0.675,0.212,2.5,15.5,8.9,7.3,1.4,0.5,7.4,18.1,,1.4,1.2,2.6,0.081,0.1,-1.1,-1.0,0.4,2689920.0,Movement Shooter,SF,-2.04,-0.79,-1.25,0.2,-1.18,-0.38,-0.81
347,Sam Merrill,331.0,24.0,27,199,13.7,0.659,0.661,0.065,3.3,10.7,7.1,13.0,1.2,0.4,13.6,15.5,,0.4,0.2,0.5,0.132,0.7,-0.7,0.1,0.1,898310.0,Movement Shooter,SG,-1.53,-0.92,-0.61,0.1,-1.12,-0.49,-0.62
348,Sekou Doumbouya,130.0,20.0,47,626,5.3,0.441,0.449,0.214,4.2,13.7,8.9,7.4,1.6,0.7,14.0,17.3,,-0.9,0.5,-0.4,-0.033,-6.2,-1.9,-8.0,-0.9,3449400.0,Stretch Big,PF,-3.64,-2.18,-1.46,-0.5,-3.0,-2.4,-0.61
349,Semi Ojeleye,367.0,26.0,50,876,8.3,0.561,0.725,0.16,3.4,13.4,8.4,5.2,0.8,0.0,8.5,11.5,,0.7,0.6,1.3,0.069,-1.4,-1.2,-2.6,-0.1,1752950.0,Stationary Shooter,PF,-2.71,-1.64,-1.07,-0.2,-2.22,-1.35,-0.87
350,Serge Ibaka,232.0,31.0,39,919,17.6,0.582,0.311,0.13,8.5,22.9,15.9,10.8,0.5,4.4,10.7,19.7,,1.5,1.2,2.7,0.141,1.0,-0.5,0.4,0.6,9258000.0,Stretch Big,C,1.16,-0.2,1.36,2.1,1.71,0.56,1.15
351,Seth Curry,112.0,30.0,47,1357,11.8,0.577,0.486,0.145,0.7,7.1,4.0,13.9,1.3,0.5,10.4,17.4,,1.4,1.3,2.7,0.094,-0.7,-1.2,-1.9,0.0,7813953.0,Secondary Ball Handler,SG,-0.19,-0.39,0.2,1.8,-0.6,-0.5,-0.1
352,Shake Milton,337.0,24.0,52,1248,14.0,0.547,0.301,0.264,2.6,7.9,5.3,19.2,1.3,0.9,12.7,25.1,,0.7,1.3,2.0,0.076,-1.3,-1.4,-2.6,-0.2,1701593.0,Slasher,SG,-1.38,-0.42,-0.97,0.7,-1.06,0.0,-1.05
353,Shaquille Harrison,203.0,27.0,15,82,7.733333333333333,0.4586666666666666,0.08933333333333333,0.19633333333333333,3.733333333333333,7.866666666666667,5.866666666666666,12.433333333333332,3.1,0.0,15.766666666666666,15.533333333333331,,-0.06666666666666667,0.13333333333333333,0.06666666666666667,0.017,-6.0,0.6333333333333333,-5.400000000000001,-0.06666666666666667,770433.0,Slasher,SG,-1.93,-0.68,-1.25,0.0,-1.22,-0.24,-0.98
354,Sindarius Thornwell,470.0,26.0,14,73,4.5,0.388,0.429,0.095,1.5,6.0,3.8,7.0,3.3,1.3,15.5,15.0,,-0.2,0.1,-0.1,-0.062,-6.1,0.1,-5.9,-0.1,747435.0,Athletic Finisher,SG,-0.11,-0.56,0.45,0.1,-0.65,-0.74,0.09
355,Solomon Hill,214.0,29.0,59,1250,7.0,0.511,0.725,0.132,3.0,11.2,7.2,6.0,1.7,0.7,11.4,10.7,,0.1,0.9,1.1,0.041,-2.9,0.2,-2.7,-0.2,2174318.0,Stationary Shooter,PF,-2.44,-1.27,-1.17,-0.1,-2.2,-1.82,-0.38
356,Spencer Dinwiddie,124.0,27.0,3,64,10.2,0.536,0.438,0.375,0.0,21.7,11.3,17.6,1.5,1.4,21.2,16.1,,0.0,0.1,0.1,0.046,-3.4,2.0,-1.4,0.0,11454048.0,Secondary Ball Handler,SG,-0.08,-0.17,0.09,0.1,-0.27,-0.07,-0.2
357,Stanley Johnson,254.0,24.0,50,730,8.5,0.532,0.592,0.197,3.2,14.7,8.8,11.2,2.5,2.2,19.6,11.8,,-0.1,0.9,0.8,0.055,-3.7,1.2,-2.5,-0.1,3801000.0,Stationary Shooter,PF,-2.59,-3.04,0.45,-0.1,-1.79,-2.53,0.74
358,Stephen Curry,113.0,32.0,52,1770,26.3,0.66,0.575,0.288,1.5,15.9,8.7,31.0,1.6,0.3,12.3,33.7,,5.6,2.0,7.5,0.204,8.1,0.1,8.2,4.6,43006362.0,Primary Ball Handler,PG,4.78,5.58,-0.8,7.8,3.47,4.61,-1.15
359,Sterling Brown,74.0,25.0,51,1229,11.2,0.597,0.642,0.093,3.2,16.8,9.7,8.5,1.5,0.9,10.5,13.5,,1.0,1.0,2.0,0.077,-1.7,0.0,-1.7,0.1,1678854.0,Stationary Shooter,SG,-2.34,-1.93,-0.41,0.0,-2.4,-1.95,-0.45
360,Steven Adams,3.0,27.0,56,1568,15.5,0.602,0.01,0.439,15.0,20.4,17.7,9.0,1.6,2.2,17.7,11.9,,2.4,1.4,3.8,0.117,-0.2,-0.5,-0.8,0.5,27528090.0,Roll + Cut Big,C,0.67,-0.48,1.15,3.0,-0.24,-0.77,0.53
361,T.J. McConnell,319.0,28.0,56,1442,17.1,0.59,0.091,0.102,3.2,12.3,7.7,35.2,3.3,1.1,21.0,14.7,,2.3,1.8,4.0,0.134,0.1,1.8,1.9,1.4,3500000.0,Slasher,PG,0.36,0.27,0.09,2.4,-0.02,-0.36,0.33
362,T.J. Warren,497.0,27.0,4,117,11.8,0.56,0.137,0.196,1.9,11.3,6.5,6.6,0.8,0.0,6.7,21.7,,0.1,0.1,0.1,0.047,-3.0,-2.5,-5.5,-0.1,11750000.0,Secondary Ball Handler,SF,-0.67,-0.36,-0.3,0.1,-1.15,-0.56,-0.59
363,Taj Gibson,169.0,35.0,34,691,15.6,0.645,0.122,0.391,12.0,17.1,14.6,5.1,1.9,4.6,12.9,9.9,,1.4,1.3,2.6,0.181,-1.1,2.0,0.9,0.5,3283684.0,Roll + Cut Big,PF,0.0,-1.7,1.7,1.0,-0.61,-1.91,1.31
364,Taj Gibson,169.0,35.0,34,691,15.6,0.645,0.122,0.391,12.0,17.1,14.6,5.1,1.9,4.6,12.9,9.9,,1.4,1.3,2.6,0.181,-1.1,2.0,0.9,0.5,3283684.0,Roll + Cut Big,PF,0.0,-1.7,1.7,1.0,-0.61,-1.91,1.31
365,Taurean Prince,405.0,26.0,27,603,12.1,0.5456666666666666,0.48000000000000004,0.26366666666666666,2.033333333333333,15.366666666666667,8.766666666666666,10.700000000000001,1.5666666666666667,2.5,11.5,19.533333333333335,,0.19999999999999998,0.5333333333333333,0.7333333333333333,0.05933333333333333,-1.5666666666666667,-0.6333333333333333,-2.1999999999999997,0.0,13942308.0,Movement Shooter,PF,-0.91,-0.34,-0.57,0.8,-1.02,-0.86,-0.16
366,Terance Mann,302.0,24.0,59,1128,12.8,0.571,0.26,0.247,5.3,16.3,10.9,11.6,1.1,1.0,9.5,14.8,,1.8,1.1,2.9,0.124,-1.1,0.3,-0.8,0.3,1517984.0,Athletic Finisher,SG,-0.5,-0.42,-0.08,1.2,-0.49,-0.74,0.25
